Channel	Type	Level 1	Level 2	Level 3	Level 4	Level 5	Level 6	Priority	Progress	Start	Due	Duration (Days)	Milestone	Resources
Conocimiento	Vida y Conocimiento	Animales, Mascotas	Caballos, Yeguas											
Conocimiento	Vida y Conocimiento	Animales, Mascotas	Conejos											
Conocimiento	Vida y Conocimiento	Animales, Mascotas	Crustáceos											
Conocimiento	Vida y Conocimiento	Animales, Mascotas	Ganado											
Conocimiento	Vida y Conocimiento	Animales, Mascotas	Gatos											
Conocimiento	Vida y Conocimiento	Animales, Mascotas	Hámsteres											
Conocimiento	Vida y Conocimiento	Animales, Mascotas	Peces											
Conocimiento	Vida y Conocimiento	Animales, Mascotas	Perros											
Conocimiento	Vida y Conocimiento	Animales, Mascotas	Reptiles											
Conocimiento	Vida y Conocimiento	Animales, Mascotas	Tortugas											
Conocimiento	Vida y Conocimiento	Animales, Mascotas	Aves, Pájaro,											
Conocimiento	Vida y Conocimiento	Arte	Artesanías											
Conocimiento	Vida y Conocimiento	Arte	Pinturas											
Conocimiento	Vida y Conocimiento	Arte	Música											
Conocimiento	Vida y Conocimiento	Arte	Baile, Dansa											
Conocimiento	Vida y Conocimiento	Arte	Actuación											
Conocimiento	Vida y Conocimiento	Arte	Tatuaje											
Conocimiento	Vida y Conocimiento	Arte	Piercing											
Conocimiento	Vida y Conocimiento	Arte	Dibujo											
Conocimiento	Vida y Conocimiento	Arte	Fotografía											
Conocimiento	Vida y Conocimiento	Arte	Literatura											
Conocimiento	Vida y Conocimiento	Arte	Decoración, Deco											
Conocimiento	Vida y Conocimiento	Negocios	Mercado bursátil											
Conocimiento	Vida y Conocimiento	Negocios	Acciones											
Conocimiento	Vida y Conocimiento	Negocios	Dinero											
Conocimiento	Vida y Conocimiento	Negocios	Capital de riesgo											
Conocimiento	Vida y Conocimiento	Negocios	Comercio bursátil											
Conocimiento	Vida y Conocimiento	Negocios	Criptomonedas	Bitcoin										
Conocimiento	Vida y Conocimiento	Negocios	Pequeños negocios											
Conocimiento	Vida y Conocimiento	Negocios	Emprendimiento											
Conocimiento	Vida y Conocimiento	Negocios	Compañias Emergentes											
Conocimiento	Vida y Conocimiento	Negocios	Empresas											
Conocimiento	Vida y Conocimiento	Negocios	Comercios											
Conocimiento	Vida y Conocimiento	Negocios	Impuestos											
Conocimiento	Vida y Conocimiento	Negocios	Inversiones											
Conocimiento	Vida y Conocimiento	Negocios	Legales											
Conocimiento	Vida y Conocimiento	Pasatiempos	Coleccionismo											
Conocimiento	Vida y Conocimiento	Pasatiempos	Juegos											
Conocimiento	Vida y Conocimiento	Pasatiempos	Manualidades											
Conocimiento	Vida y Conocimiento	Pasatiempos	Nudos											
Conocimiento	Vida y Conocimiento	Pasatiempos	Trucos y bromas											
Conocimiento	Vida y Conocimiento	Pasatiempos	Técnicas antiaburrimiento											
Conocimiento	Vida y Conocimiento	Pasatiempos	Corte y confección											
Conocimiento	Vida y Conocimiento	Pasatiempos	Dibujo											
Conocimiento	Vida y Conocimiento	Pasatiempos	Fotografía											
Conocimiento	Vida y Conocimiento	Pasatiempos	Pintura											
Vida	Vida y Conocimiento	Salud	Estado físico	Nutrición										
Vida	Vida y Conocimiento	Salud	Estado físico	Comida Sana, Comida Saludable										
Vida	Vida y Conocimiento	Salud	Estado físico	Embarazo										
Vida	Vida y Conocimiento	Salud	Estado físico	Lesiones, Accidentes, Heridas										
Vida	Vida y Conocimiento	Salud	Estado físico	Supervivencia										
Vida	Vida y Conocimiento	Salud	Estado físico	Calvicie, Capilar, Salud Capilar										
Vida	Vida y Conocimiento	Salud	Estado físico	Envegecimiento, Veges										
Vida	Vida y Conocimiento	Salud	Estado físico	Primeros Auxilios										
Vida	Vida y Conocimiento	Salud	Estado físico	Cuidado corporal										
Vida	Vida y Conocimiento	Salud	Estado físico	Discapacidad, Incapacidad, Invalidez, Inhabilidad										
Vida	Vida y Conocimiento	Salud	Estado físico	Rehabilitación	Fisioterapia, Fisio	Masaje	Descontraturante							
Vida	Vida y Conocimiento	Salud	Estado físico	Rehabilitación	Fisioterapia, Fisio	Masaje	Linfático							
Vida	Vida y Conocimiento	Salud	Estado físico	Rehabilitación	Fisioterapia, Fisio	Masaje	Reflexología							
Vida	Vida y Conocimiento	Salud	Estado físico	Rehabilitación	Fisioterapia, Fisio	Ultra sonido								
Vida	Vida y Conocimiento	Salud	Estado físico	Rehabilitación	Fisioterapia, Fisio	Onda corta								
Vida	Vida y Conocimiento	Salud	Estado físico	Rehabilitación	Fisioterapia, Fisio	Magneto								
Vida	Vida y Conocimiento	Salud	Estado físico	Rehabilitación	Fisioterapia, Fisio	Electrodo								
Vida	Vida y Conocimiento	Salud	Estado físico	Rehabilitación	Fisioterapia, Fisio	Taping								
Vida	Vida y Conocimiento	Salud	Estado físico	Rehabilitación	Neurológica									
Vida	Vida y Conocimiento	Salud	Estado físico	Rehabilitación	Fonoudiología									
Vida	Vida y Conocimiento	Salud	Estado físico	Rehabilitación	Psicológica									
Vida	Vida y Conocimiento	Salud	Enfermedades	Alergias	Alergia									
Vida	Vida y Conocimiento	Salud	Enfermedades	Alergias	Alergia al níquel									
Vida	Vida y Conocimiento	Salud	Enfermedades	Alergias	Alergia al sol									
Vida	Vida y Conocimiento	Salud	Enfermedades	Alergias	Congestión nasal									
Vida	Vida y Conocimiento	Salud	Enfermedades	Alergias	Intolerancia a la histamina									
Vida	Vida y Conocimiento	Salud	Enfermedades	Alergias	Reacciones alérgicas a medicamentos									
Vida	Vida y Conocimiento	Salud	Enfermedades	Alergias	Rinitis									
Vida	Vida y Conocimiento	Salud	Enfermedades	Alergias	Sensibilidad química múltiple									
Vida	Vida y Conocimiento	Salud	Enfermedades	Alergias	Sinusitis									
Vida	Vida y Conocimiento	Salud	Enfermedades	Alergias	Urticaria									
Vida	Vida y Conocimiento	Salud	Enfermedades	Autoinmunes	Artritis reumatoide									
Vida	Vida y Conocimiento	Salud	Enfermedades	Autoinmunes	Celiaquía									
Vida	Vida y Conocimiento	Salud	Enfermedades	Autoinmunes	Colitis ulcerosa									
Vida	Vida y Conocimiento	Salud	Enfermedades	Autoinmunes	Enfermedad de Addison									
Vida	Vida y Conocimiento	Salud	Enfermedades	Autoinmunes	Enfermedad de Behçet									
Vida	Vida y Conocimiento	Salud	Enfermedades	Autoinmunes	Enfermedad de Crohn									
Vida	Vida y Conocimiento	Salud	Enfermedades	Autoinmunes	Enfermedad de Kawasaki									
Vida	Vida y Conocimiento	Salud	Enfermedades	Autoinmunes	Esclerodermia									
Vida	Vida y Conocimiento	Salud	Enfermedades	Autoinmunes	Esclerosis múltiple									
Vida	Vida y Conocimiento	Salud	Enfermedades	Autoinmunes	Espondilitis anquilosante									
Vida	Vida y Conocimiento	Salud	Enfermedades	Autoinmunes	Lupus									
Vida	Vida y Conocimiento	Salud	Enfermedades	Autoinmunes	Miastenia gravis									
Vida	Vida y Conocimiento	Salud	Enfermedades	Autoinmunes	Narcolepsia									
Vida	Vida y Conocimiento	Salud	Enfermedades	Autoinmunes	Psoriasis									
Vida	Vida y Conocimiento	Salud	Enfermedades	Autoinmunes	PTI (trombocitopenia inmune primaria)									
Vida	Vida y Conocimiento	Salud	Enfermedades	Autoinmunes	Sarcoidosis									
Vida	Vida y Conocimiento	Salud	Enfermedades	Autoinmunes	Sensibilidad química múltiple									
Vida	Vida y Conocimiento	Salud	Enfermedades	Autoinmunes	Síndrome de Guillain-Barré									
Vida	Vida y Conocimiento	Salud	Enfermedades	Autoinmunes	Síndrome de Sjögren									
Vida	Vida y Conocimiento	Salud	Enfermedades	Autoinmunes	Uveítis									
Vida	Vida y Conocimiento	Salud	Enfermedades	Autoinmunes	Vitíligo									
Vida	Vida y Conocimiento	Salud	Enfermedades	Cardiovasculares	Aneurisma									
Vida	Vida y Conocimiento	Salud	Enfermedades	Cardiovasculares	Angina de pecho									
Vida	Vida y Conocimiento	Salud	Enfermedades	Cardiovasculares	Arritmia									
Vida	Vida y Conocimiento	Salud	Enfermedades	Cardiovasculares	Arteriosclerosis									
Vida	Vida y Conocimiento	Salud	Enfermedades	Cardiovasculares	Edema pulmonar									
Vida	Vida y Conocimiento	Salud	Enfermedades	Cardiovasculares	Endocarditis									
Vida	Vida y Conocimiento	Salud	Enfermedades	Cardiovasculares	Fibrilación auricular									
Vida	Vida y Conocimiento	Salud	Enfermedades	Cardiovasculares	Hipertensión arterial									
Vida	Vida y Conocimiento	Salud	Enfermedades	Cardiovasculares	Hipotensión arterial									
Vida	Vida y Conocimiento	Salud	Enfermedades	Cardiovasculares	Infarto de miocardio									
Vida	Vida y Conocimiento	Salud	Enfermedades	Cardiovasculares	Insuficiencia cardiaca									
Vida	Vida y Conocimiento	Salud	Enfermedades	Cardiovasculares	Insuficiencia mitral									
Vida	Vida y Conocimiento	Salud	Enfermedades	Cardiovasculares	Lipotimia									
Vida	Vida y Conocimiento	Salud	Enfermedades	Cardiovasculares	Palpitaciones cardíacas									
Vida	Vida y Conocimiento	Salud	Enfermedades	Cardiovasculares	Pericarditis									
Vida	Vida y Conocimiento	Salud	Enfermedades	Cardiovasculares	Reanimación cardiopulmonar									
Vida	Vida y Conocimiento	Salud	Enfermedades	Cardiovasculares	Shock									
Vida	Vida y Conocimiento	Salud	Enfermedades	Cardiovasculares	Tromboembolismo pulmonar									
